»’∆⁄,÷ ¡øµ»º∂,AQI÷∏ ˝,µ±ÃÏAQI≈≈√˚,PM2.5,PM10,So2,No2,Co,O3
2015/10/22,«·∂»Œ€»æ,126,321,94,153,89,42,0.95,36
2015/10/23,÷–∂»Œ€»æ,157,341,118,195,102,54,1.21,55
2015/10/24,¡º,69,133,43,86,65,31,0.55,67
2015/10/25,¡º,55,111,27,58,72,16,0.51,54
2015/10/26,¡º,52,99,12,55,84,14,0.15,76
2015/10/27,¡º,58,182,27,64,101,33,0.79,41
2015/10/28,¡º,74,225,38,96,118,34,1.27,33
2015/10/29,¡º,54,167,26,59,127,26,0.48,62
2015/10/30,”≈,43,91,23,42,103,25,0.59,47
2015/10/31,¡º,75,268,53,68,112,32,0.69,39
2015/11/1,«·∂»Œ€»æ,117,330,88,143,147,52,1.13,46
2015/11/2,¡º,100,253,73,119,151,53,1.24,41
2015/11/3,¡º,96,216,64,126,100,39,1.1,44
2015/11/4,«·∂»Œ€»æ,114,265,51,176,82,32,0.91,38
2015/11/5,¡º,76,180,42,88,49,29,0.92,22
2015/11/6,¡º,60,224,38,69,54,26,1.27,17
2015/11/7,¡º,79,295,49,106,74,23,0.98,25
2015/11/8,«·∂»Œ€»æ,102,293,73,134,66,26,1.2,25
2015/11/9,÷–∂»Œ€»æ,200,345,135,265,92,48,2.7,29
2015/11/10,÷ÿ∂»Œ€»æ,209,352,159,305,164,66,3.5,19
2015/11/11,÷–∂»Œ€»æ,190,341,138,253,115,50,2.12,20
2015/11/12,«·∂»Œ€»æ,122,281,91,155,76,35,1.69,24
2015/11/13,¡º,75,225,53,84,38,24,1.04,40
2015/11/14,«·∂»Œ€»æ,122,292,89,162,92,32,1.5,20
2015/11/15,÷ÿ∂»Œ€»æ,202,358,158,261,118,63,2.92,15
2015/11/16,«·∂»Œ€»æ,149,360,103,208,98,50,1.88,28
2015/11/17,÷–∂»Œ€»æ,153,362,110,218,147,48,2.04,15
2015/11/18,«·∂»Œ€»æ,117,351,87,145,56,40,1.09,25
2015/11/19,«·∂»Œ€»æ,131,356,99,173,109,35,1.52,22
2015/11/20,«·∂»Œ€»æ,106,323,69,157,130,49,1.4,33
2015/11/21,¡º,100,322,70,136,131,34,1.69,27
2015/11/22,¡º,91,336,53,117,69,23,1.04,39
2015/11/23,”≈,36,92,14,32,42,14,0.44,51
2015/11/24,¡º,67,313,40,76,48,17,0.55,48
2015/11/25,¡º,64,258,11,79,25,9,0.42,80
2015/11/26,¡º,70,276,47,81,76,34,0.89,45
2015/11/27,¡º,96,297,63,108,65,37,1.12,37
2015/11/28,¡º,94,232,53,136,104,41,1.18,38
2015/11/29,«·∂»Œ€»æ,107,227,72,156,106,48,1.55,31
2015/11/30,÷–∂»Œ€»æ,171,294,131,214,122,54,1.45,28
2015/12/1,«·∂»Œ€»æ,145,288,26,215,29,9,0.47,82
2015/12/2,¡º,59,134,12,70,23,3,0.45,77
2015/12/3,¡º,54,160,27,60,78,26,0.97,44
2015/12/4,¡º,70,250,42,80,87,33,1.3,32
2015/12/5,¡º,95,257,66,124,153,53,1.51,21
2015/12/6,«·∂»Œ€»æ,134,308,101,186,186,61,1.89,27
2015/12/7,÷–∂»Œ€»æ,156,288,118,183,124,64,1.98,30
2015/12/8,÷–∂»Œ€»æ,183,308,140,230,168,63,2.2,23
